id	label	三层ACC	三层预测	三层相似概率	三层不相似概率	六层ACC	六层预测	六层相似概率	六层不相似概率	A句	B句
1303	sim	1	sim	0.99995375	0.000046228	1	sim	0.99996805	3.1967356E-05	大额存单起点金额多少	大额存单起存金额是多少
1304	sim	1	sim	0.99989974	0.0001002367	1	sim	0.9999418	5.814159E-05	大额存单起点金额多少	大额存单金额下限是多少钱
1305	sim	1	sim	0.99996233	3.7712078E-05	1	sim	0.99996483	3.5137095E-05	大额存单起点金额多少	存单起存金额多少钱
1306	sim	1	sim	0.9999696	3.036469E-05	1	sim	0.9999701	0.000029943	大额存单起点金额多少	大额存单多少钱起存
1307	sim	1	sim	0.9999738	2.6182177E-05	1	sim	0.99997044	2.9619707E-05	大额存单起点金额多少	大额存单要多少钱起存
1308	sim	1	sim	0.99997056	2.9490762E-05	1	sim	0.99996936	3.0612788E-05	大额存单起点金额多少	大额存单是多少钱起存的
1309	sim	1	sim	0.99995816	0.0000418	1	sim	0.9999672	3.2800337E-05	大额存单起点金额多少	大额存单起存金额是多少钱
1310	sim	1	sim	0.9998062	0.0001937467	1	sim	0.99993694	6.310457E-05	大额存单起点金额多少	大额存单下限是多少
1311	sim	1	sim	0.9999664	3.359359E-05	1	sim	0.9999709	2.9077617E-05	大额存单起点金额多少	大额存单多少钱起存的
1312	sim	1	sim	0.999966	3.3981498E-05	1	sim	0.9999701	2.9921695E-05	大额存单起点金额多少	大额存单多少起存的
1313	sim	1	sim	0.9999646	3.5370686E-05	1	sim	0.9999652	3.4848843E-05	大额存单起点金额多少	存多少钱才算大额存单
1314	sim	1	sim	0.9999596	4.0369625E-05	1	sim	0.9999615	3.844826E-05	大额存单起点金额多少	得存多少才算大额存单
1315	sim	1	sim	0.9999528	4.7181653E-05	1	sim	0.9999665	3.3552416E-05	大额存单起点金额多少	大额存单最低得存多少钱
1316	sim	1	sim	0.99994695	5.3016094E-05	1	sim	0.99996483	3.5223457E-05	大额存单起点金额多少	最低存多少钱算大额存单
1317	sim	1	sim	0.9999329	6.7130066E-05	1	sim	0.9999442	5.5733824E-05	大额存单起点金额多少	存单起存多少
1318	sim	1	sim	0.9999496	5.042309E-05	1	sim	0.99993765	6.2357416E-05	如何办理个人存款证明	个人存款证明怎么办理
1319	sim	1	sim	0.9999633	3.6726437E-05	1	sim	0.9999471	5.2949305E-05	如何办理个人存款证明	个人存款证明办理怎么弄
1320	sim	1	sim	0.9999207	7.93143E-05	1	sim	0.9998524	0.0001475516	如何办理个人存款证明	个人存款证明如何办理
1321	sim	1	sim	0.9999534	4.654989E-05	1	sim	0.9999416	5.845286E-05	如何办理个人存款证明	个人存款证明怎么办
1322	sim	1	sim	0.9999348	6.5222244E-05	1	sim	0.999894	0.0001060058	如何办理个人存款证明	个人存款证明如何办
1323	sim	1	sim	0.99994516	0.000054808	1	sim	0.99995124	4.8795206E-05	如何办理个人存款证明	办理个人存款证明需要走哪些流程
1324	sim	1	sim	0.9999509	4.9154165E-05	1	sim	0.9999547	4.5261262E-05	如何办理个人存款证明	办个人存款证明需要哪些流程
1325	sim	1	sim	0.99994874	5.1198538E-05	1	sim	0.999954	4.605562E-05	如何办理个人存款证明	办个人存款证明需要走哪些流程
1326	sim	1	sim	0.99979824	0.0002018346	1	sim	0.99994755	5.2467374E-05	如何办理对公结算账户存款	对公结算账户存款怎么办理
1327	sim	1	sim	0.9993211	0.0006788723	1	sim	0.99987733	0.0001226974	如何办理对公结算账户存款	对公结算账户存款如何办理
1328	sim	1	sim	0.9998628	0.0001371995	1	sim	0.99994695	5.31009E-05	如何办理对公结算账户存款	对公结算账户存款怎么办
1329	sim	1	sim	0.9997844	0.0002156287	1	sim	0.99992526	7.473931E-05	如何办理对公结算账户存款	对公结算账户存款去哪里办
1330	sim	1	sim	0.99992466	7.532035E-05	1	sim	0.9999442	0.00005579	如何办理对公结算账户存款	去哪里办对公结算账户存款
1331	sim	1	sim	0.9997497	0.0002502202	1	sim	0.99992776	7.226055E-05	如何办理对公结算账户存款	对公结算账户怎么办理存款
1332	sim	1	sim	0.9996018	0.0003982491	1	sim	0.9998161	0.0001838487	如何办理对公结算账户存款	对公结算账户如何办存款
1333	sim	1	sim	0.99988925	0.0001107371	1	sim	0.9999374	6.252174E-05	如何办理对公结算账户存款	对公结算账户怎么存款
1334	sim	1	sim	0.9998939	0.0001060609	1	sim	0.9999558	4.422789E-05	如何办理对公结算账户存款	对公结算账户存款的操作流程
1335	sim	1	sim	0.9998528	0.0001471892	1	sim	0.99995315	4.6826153E-05	如何办理手机银行设备绑定变更	如何办理手机银行设备绑定变更？
1336	sim	1	sim	0.9999448	5.5158293E-05	1	sim	0.99992216	7.782856E-05	如何办理手机银行设备绑定变更	变更绑定手机银行设备
1337	sim	1	sim	0.99996626	3.369035E-05	1	sim	0.99994755	5.2489595E-05	如何办理手机银行设备绑定变更	更换手机银行绑定
1338	sim	1	sim	0.9999528	4.721825E-05	1	sim	0.9999317	6.836183E-05	如何办理手机银行设备绑定变更	变更手机银行绑定
1339	sim	1	sim	0.99998045	1.9547237E-05	1	sim	0.99995553	4.4470868E-05	如何办理手机银行设备绑定变更	手机银行怎么进行绑定变更
1340	sim	1	sim	0.9999789	2.1072212E-05	1	sim	0.99989843	0.0001015066	如何办理手机银行设备绑定变更	手机银行可以绑定变更吗
1341	sim	1	sim	0.9999757	2.4269531E-05	1	sim	0.99991834	8.165517E-05	如何办理手机银行设备绑定变更	手机银行可以变更绑定吗
1342	sim	1	sim	0.9999794	2.0584792E-05	1	sim	0.999956	4.4010503E-05	如何办理手机银行设备绑定变更	手机银行怎么变更绑定
1343	sim	1	sim	0.999982	1.805783E-05	1	sim	0.99996746	3.2578944E-05	如何办理手机银行设备绑定变更	怎么更换手机银行绑定
1344	sim	1	sim	0.99997866	2.1364358E-05	1	sim	0.9999635	0.000036471	如何办理手机银行设备绑定变更	怎么变更手机银行绑定
1345	sim	1	sim	0.9999814	1.8555056E-05	1	sim	0.99996126	3.8750317E-05	如何办理手机银行设备绑定变更	手机银行怎么更换绑定
1346	sim	1	sim	0.9999789	2.1094347E-05	1	sim	0.9999633	3.673022E-05	如何办理手机银行设备绑定变更	更换手机银行绑定方式
1347	sim	1	sim	0.99987245	0.0001275843	1	sim	0.9999211	0.000078903	如何办理支票转账	支票怎么转账
1348	sim	1	sim	0.999747	0.0002529643	1	sim	0.9996846	0.0003155028	如何办理支票转账	支票转账如何办理
1349	sim	1	sim	0.99700004	0.0029999027	1	sim	0.99974114	0.0002588935	如何办理汇票	汇票怎么办
1350	sim	1	sim	0.9464972	0.05350275	1	sim	0.9989737	0.0010262488	如何办理汇票	汇票去哪里办
1351	sim	1	sim	0.999762	0.0002380151	1	sim	0.9998406	0.0001593802	如何办理汇票	怎么办汇票
1352	sim	1	sim	0.9998952	0.0001047607	1	sim	0.99986076	0.0001392189	如何办理汇票	怎么办理汇票
1353	sim	1	sim	0.99885595	0.0011440252	1	sim	0.9998777	0.0001222422	如何办理汇票	汇票怎么办理
1354	sim	1	sim	0.99769694	0.0023030995	1	sim	0.9998221	0.0001779028	如何办理汇票	汇票要怎么办
1355	sim	1	sim	0.99980503	0.0001950379	1	sim	0.9998592	0.0001408161	如何办理汇票	要怎么办汇票
1356	sim	1	sim	0.9998079	0.0001921033	1	sim	0.9998493	0.0001506898	如何办理汇票	要怎么办理汇票
1357	sim	1	sim	0.99939895	0.0006010024	1	sim	0.99987984	0.0001201408	如何办理汇票	办理汇票怎么弄
1358	sim	1	sim	0.9992138	0.0007861917	1	sim	0.99988294	0.0001170148	如何办理汇票	汇票是怎么办理的
1359	sim	1	sim	0.96694046	0.033059567	1	sim	0.9997733	0.0002266869	如何办理汇票	汇票要怎么弄
1360	sim	1	sim	0.9998838	0.0001161797	1	sim	0.9998528	0.0001472251	如何办理约定还款	约定还款怎么办理
1361	sim	1	sim	0.99951255	0.0004874544	0	notsim	0.0011073495	0.9988927	如何办理约定还款	约定还款办理条件
1362	sim	1	sim	0.9998714	0.0001286435	1	sim	0.9997652	0.0002348302	如何办理约定还款	约定还款满足什么条件才能办理
1363	sim	1	sim	0.9999653	3.4694185E-05	1	sim	0.9999317	6.8292364E-05	如何办理约定还款	需要准备什么才能办理约定还款
1364	sim	1	sim	0.9997603	0.0002396919	1	sim	0.99983454	0.0001653786	如何办理约定还款	约定还款去哪里办理
1365	sim	1	sim	0.99991715	8.278724E-05	1	sim	0.9999006	0.000099392	如何办理约定还款	办理约定还款需要注意什么
1366	sim	1	sim	0.99734336	0.0026566412	1	sim	0.9997197	0.0002802754	如何办理证券销户	证券卡销户如何办理
1367	sim	1	sim	0.9994216	0.000578372	1	sim	0.99988973	0.0001102203	如何办理证券销户	证券卡销户怎么办理
1368	sim	1	sim	0.99939215	0.0006077981	1	sim	0.99988496	0.000114987	如何办理证券销户	银行怎么办理证券卡销户
1369	sim	1	sim	0.9998933	0.0001067078	1	sim	0.99987125	0.0001287519	如何办贷款	怎么办理贷款
1370	sim	1	sim	0.9999213	7.8695324E-05	1	sim	0.9999002	9.977721E-05	如何办贷款	贷款怎么办
1371	sim	1	sim	0.99994564	5.431655E-05	1	sim	0.99988484	0.0001151029	如何办贷款	怎么办贷款
1372	sim	1	sim	0.9996593	0.0003407339	1	sim	0.99983275	0.0001672025	如何办贷款	办贷款需要什么资料
1373	sim	1	sim	0.99994516	0.00005485	1	sim	0.9999095	9.043444E-05	如何办贷款	怎么贷款
1374	sim	1	sim	0.999783	0.000216983	1	sim	0.99968076	0.0003192139	如何办贷款	哪里可以办贷款
1375	sim	1	sim	0.99986374	0.0001362231	1	sim	0.9998814	0.0001185765	如何办贷款	贷款怎么办理
1376	sim	1	sim	0.99911565	0.000884381	1	sim	0.99850345	0.0014965791	如何办贷款	办理贷款
1377	sim	1	sim	0.99992776	0.00007227	1	sim	0.9999479	5.2125906E-05	如何取消银行卡挂失	银行卡挂失怎么取消
1378	sim	1	sim	0.999826	0.0001739869	1	sim	0.99951017	0.0004898076	如何取消银行卡挂失	银行卡挂失如何取消
1379	sim	1	sim	0.99988997	0.0001100078	1	sim	0.99942917	0.0005708503	如何取消银行卡挂失	银行卡挂失如何办理取消
1380	sim	1	sim	0.9999405	5.942819E-05	1	sim	0.99994683	5.312166E-05	如何取消银行卡挂失	银行卡挂失怎么办理取消
1381	sim	1	sim	0.9997601	0.0002399144	1	sim	0.9999466	0.000053386	如何取消银行卡挂失	怎么取消银行卡挂失
1382	sim	0	notsim	0.001358659	0.9986413	0	notsim	0.000802266	0.9991978	如何取消银行卡挂失	怎么办理银行卡解挂
1383	sim	0	notsim	0.0002560638	0.9997439	0	notsim	0.0001070752	0.99989295	如何取消银行卡挂失	办理银行卡解挂业务
1384	sim	0	notsim	0.0006018038	0.99939823	0	notsim	0.0003107415	0.99968934	如何取消银行卡挂失	银行卡解挂怎么办理
1385	sim	0	notsim	0.0005804523	0.99941957	0	notsim	0.0001561796	0.99984384	如何取消银行卡挂失	银行卡解挂如何办理
1386	sim	0	notsim	0.0015981833	0.9984018	0	notsim	0.0004652501	0.9995347	如何取消银行卡挂失	如何解挂银行卡
1387	sim	0	notsim	0.0008980031	0.999102	0	notsim	0.0054059844	0.99459404	如何取消银行卡挂失	怎么解挂银行卡
1388	sim	0	notsim	0.002731141	0.99726886	0	notsim	0.0052215667	0.9947784	如何取消银行卡挂失	解挂银行卡需要哪些流程
1389	sim	0	notsim	0.0009547163	0.9990453	0	notsim	0.0012298825	0.99877006	如何取消银行卡挂失	解挂银行卡流程有哪些
1390	sim	0	notsim	0.0065966332	0.9934034	1	sim	0.8470249	0.15297508	如何取消银行卡挂失	怎么解挂银行卡吗
1391	sim	0	notsim	0.004105515	0.99589443	0	notsim	0.007973238	0.99202675	如何取消银行卡挂失	该如何解挂银行卡
1392	sim	0	notsim	0.0017942726	0.99820566	0	notsim	0.004144763	0.99585515	如何取消银行卡挂失	解挂银行卡有哪些步骤
1393	sim	0	notsim	0.001293953	0.998706	0	notsim	0.001585331	0.99841464	如何取消银行卡挂失	解挂银行卡步骤有哪些
1394	sim	0	notsim	0.00176563	0.9982344	0	notsim	0.006278718	0.99372137	如何取消银行卡挂失	解挂银行卡需要走哪些流程
1395	sim	0	notsim	0.0027629067	0.9972371	0	notsim	0.03438068	0.96561927	如何取消银行卡挂失	解挂银行卡需要走的流程有哪些
1396	sim	1	sim	0.9991819	0.000818109	1	sim	0.9994173	0.0005826684	如何对公存钱？	对公如何存钱
1397	sim	1	sim	0.999624	0.0003759486	1	sim	0.99989855	0.00010138	如何对公存钱？	对公怎么存钱
1398	sim	1	sim	0.985688	0.014312005	1	sim	0.9982482	0.0017517719	如何对公存钱？	如何办理对公存钱？
1399	sim	1	sim	0.99955255	0.0004474024	1	sim	0.99991524	8.476059E-05	如何对公存钱？	怎么办理对公存钱
1400	sim	1	sim	0.9994313	0.0005686068	1	sim	0.99987686	0.0001231662	如何对公存钱？	要如何办理对公存钱
1401	sim	1	sim	0.99787104	0.0021289345	1	sim	0.99989617	0.000103795	如何对公存钱？	对公存钱怎么办理
1402	sim	1	sim	0.99702173	0.0029782378	1	sim	0.9996791	0.0003209729	如何对公存钱？	对公存钱如何办理
1403	sim	1	sim	0.9976882	0.0023118223	1	sim	0.9999002	9.981661E-05	如何对公存钱？	对公存钱要怎么办理
1404	sim	1	sim	0.998252	0.0017480121	1	sim	0.9997794	0.0002205542	如何对公存钱？	对公存钱需要如何办理
1405	sim	1	sim	0.9984353	0.0015646972	1	sim	0.99991083	8.912476E-05	如何对公存钱？	对公存钱该怎么办理
1406	sim	1	sim	0.9976132	0.0023868415	1	sim	0.9998454	0.0001545846	如何对公存钱？	对公存钱该如何办理
1407	sim	1	sim	0.99866915	0.0013308445	1	sim	0.9998734	0.0001265261	如何对公存钱？	对公存钱是怎样办理的
1408	sim	1	sim	0.99845934	0.0015406741	1	sim	0.9996728	0.0003272085	如何对公存钱？	对公存钱是如何办理的
1409	sim	1	sim	0.9991635	0.0008365374	1	sim	0.9998692	0.0001307904	如何对公存钱？	对公存钱是怎么样办理的
1410	sim	1	sim	0.9997931	0.0002068616	1	sim	0.99992883	7.1120245E-05	如何对公存钱？	对公存钱该怎么办
1411	sim	1	sim	0.9995883	0.0004117311	1	sim	0.99991465	8.531476E-05	如何对公存钱？	对公存钱要怎么样才能办理
1412	sim	1	sim	0.9996232	0.0003767487	1	sim	0.99992347	7.65696E-05	如何对公存钱？	要怎么办理对公存钱
1413	sim	1	sim	0.99973375	0.0002662125	1	sim	0.9998976	0.0001023436	如何对公存钱？	需要办理对公存钱怎么弄
1414	sim	1	sim	0.99966097	0.000339069	1	sim	0.9999167	8.329666E-05	如何对公存钱？	怎样办理对公存钱
1415	sim	1	sim	0.9996728	0.0003271929	1	sim	0.99992406	7.596189E-05	如何对公存钱？	要怎样办理对公存钱
1416	sim	1	sim	0.99978095	0.0002190524	1	sim	0.99990046	0.000099501	如何对公存钱？	要办理对公存钱怎么弄
1417	sim	1	sim	0.9997862	0.0002137893	1	sim	0.9999169	8.3023544E-05	如何对公存钱？	对公存钱是怎样办的
1418	sim	1	sim	0.9998253	0.0001747532	1	sim	0.9999274	7.256935E-05	如何对公存钱？	对公存钱是怎么样办的
1419	sim	1	sim	0.9997682	0.0002318599	1	sim	0.9999274	7.257053E-05	如何对公存钱？	对公存钱要怎么办
1420	sim	1	sim	0.9995819	0.0004181018	1	sim	0.99987495	0.0001250388	如何对公存钱？	如何办对公存钱
1421	sim	1	sim	0.9998342	0.0001658519	1	sim	0.9999405	5.9467082E-05	如何对公存钱？	该怎么办对公存钱
1422	sim	1	sim	0.98685986	0.013140129	1	sim	0.9654673	0.03453276	如何对公存钱？	去哪办理对公存钱
1423	sim	1	sim	0.9999182	0.000081791	1	sim	0.9999614	3.8627237E-05	如何开通云闪付	怎么开通云闪付
1424	sim	1	sim	0.9999386	6.144624E-05	1	sim	0.9999629	3.7113656E-05	如何开通云闪付	云闪付怎么开通
1425	sim	1	sim	0.9999075	9.248672E-05	1	sim	0.99992764	7.23619E-05	如何开通云闪付	云闪付如何开通
1426	sim	1	sim	0.9785608	0.021439193	1	sim	0.9995134	0.0004866115	如何开通电子银行？	哪里可以开通电子银行
1427	sim	1	sim	0.99976736	0.0002326775	1	sim	0.9998839	0.0001160973	如何开通电子银行？	电子银行怎么开通
1428	sim	1	sim	0.9933223	0.006677715	1	sim	0.9997193	0.0002806452	如何才能成为中行贵宾客户？	能成为中行贵宾客户吗
1429	sim	1	sim	0.99785185	0.0021481651	1	sim	0.9997346	0.0002653704	如何才能成为中行贵宾客户？	我要成为中行贵宾客户
1430	sim	1	sim	0.999905	9.505376E-05	1	sim	0.9999442	5.5844703E-05	如何才能成为中行贵宾客户？	成为中行贵宾客户的步骤
1431	sim	1	sim	0.99947554	0.0005244819	1	sim	0.99973434	0.0002656476	如何才能成为中行贵宾客户？	成为中行贵宾客户的条件
1432	sim	1	sim	0.7163187	0.28368124	1	sim	0.88363045	0.11636953	如何才能成为中行贵宾客户？	成为中国银行贵宾客户的条件是什么
1433	sim	1	sim	0.99964654	0.0003534175	1	sim	0.99993014	6.9854716E-05	如何才能成为中行贵宾客户？	怎么成为中行贵宾客户
1434	sim	1	sim	0.9999753	2.4652065E-05	1	sim	0.9999684	0.000031537	如何换零钱	零钱怎么换
1435	sim	1	sim	0.99996305	3.6912774E-05	1	sim	0.9999635	3.6465597E-05	如何换零钱	换零钱怎么办理
1436	sim	1	sim	0.9999751	2.4965899E-05	1	sim	0.99997044	0.000029548	如何换零钱	怎样换零钱
1437	sim	1	sim	0.9999745	2.5465479E-05	1	sim	0.9999701	2.9912737E-05	如何换零钱	零钱的换法
1438	sim	1	sim	0.9999589	4.1156745E-05	1	sim	0.999943	5.6980625E-05	如何换零钱	零钱如何换
1439	sim	1	sim	0.9998789	0.0001210443	1	sim	0.999956	4.3950444E-05	如何提升网银转账汇款额度	怎么办理网银转账汇款提升额度
1440	sim	1	sim	0.99983466	0.0001653502	1	sim	0.99995863	4.13283E-05	如何提升网银转账汇款额度	网银转账汇款怎么提升额度
1441	sim	1	sim	0.9999424	5.75232E-05	1	sim	0.999967	0.000032989	如何提升网银转账汇款额度	网银转账汇款的额度怎么提升
1442	sim	1	sim	0.99986863	0.0001313021	1	sim	0.9999684	3.1598345E-05	如何提升网银转账汇款额度	怎么提高网银转账汇款额度
1443	sim	1	sim	0.99961096	0.0003890522	1	sim	0.9999049	9.508339E-05	如何提升网银转账汇款额度	网银转账汇款的额度如何提升
1444	sim	1	sim	0.99824154	0.0017584957	1	sim	0.99882334	0.0011766488	如何提升网银转账汇款额度	提升网银转账汇款额度如何办理
1445	sim	1	sim	0.9999621	3.7887807E-05	1	sim	0.9999573	4.2689826E-05	如何更改信用卡信息	信用卡个人信息怎么更改
1446	sim	1	sim	0.9994591	0.0005409159	1	sim	0.99973124	0.0002687125	如何更改信用卡信息	更改信用卡信息
1447	sim	1	sim	0.9982672	0.0017328176	1	sim	0.99986994	0.0001299842	如何更改信用卡信息	修改信用卡个人信息
1448	sim	1	sim	0.99947923	0.0005208243	1	sim	0.9997962	0.0002037727	如何更改信用卡信息	信用卡信息变更
1449	sim	1	sim	0.99997675	2.3212433E-05	1	sim	0.99995065	4.9323673E-05	如何查询办卡进度	怎么查询办卡进度
1450	sim	1	sim	0.99998224	1.7789118E-05	1	sim	0.99995863	4.1395753E-05	如何查询办卡进度	办卡进度在哪里查询
1451	sim	1	sim	0.9999801	1.989681E-05	1	sim	0.99995613	4.384712E-05	如何查询办卡进度	怎样查询办卡进度
1452	sim	1	sim	0.99998057	1.9489777E-05	1	sim	0.99997115	2.8879609E-05	如何查询办卡进度	在哪里查看办卡进度
1453	sim	1	sim	0.9999732	2.6793237E-05	1	sim	0.99993277	6.726374E-05	如何查询办卡进度	我想看我的办卡进度到哪一步
1454	sim	1	sim	0.9999732	2.6862675E-05	1	sim	0.99993944	6.0500915E-05	如何查询办卡进度	我想看看我的办卡的进度
1455	sim	1	sim	0.9999733	2.6723448E-05	1	sim	0.99995744	0.000042512	如何查询办卡进度	我想了解下我的办卡进度
1456	sim	1	sim	0.9999789	2.1077478E-05	1	sim	0.99995875	0.00004119	如何查询办卡进度	办卡进度怎么查询
1457	sim	1	sim	0.9999677	3.2284875E-05	1	sim	0.9998809	0.0001190738	如何查询办卡进度	办卡进度如何查询
1458	sim	1	sim	0.99990976	0.000090184	1	sim	0.9999082	9.1735375E-05	如何查询房贷明细	怎么查询房贷
1459	sim	1	sim	0.9998976	0.0001023379	1	sim	0.9999597	4.0322262E-05	如何查询房贷明细	房贷明细怎么查询
1460	sim	1	sim	0.9999428	5.7198336E-05	1	sim	0.9998952	0.0001048	如何查询房贷明细	怎么查询住房贷款
1461	sim	1	sim	0.99951816	0.0004818708	1	sim	0.9997483	0.0002517661	如何查询房贷明细	哪里可以查询住房贷款
1462	sim	1	sim	0.9998567	0.0001432968	1	sim	0.99994695	5.3064858E-05	如何查询证券绑定的银行卡	如何查询证券绑定银行卡
1463	sim	1	sim	0.9999653	0.000034736	1	sim	0.999964	3.6021815E-05	如何查询证券绑定的银行卡	证券绑定的银行卡怎么查询
1464	sim	1	sim	0.9999505	0.000049517	1	sim	0.999964	0.000036036	如何查询证券绑定的银行卡	怎么查询证券绑定银行卡
1465	sim	1	sim	0.9999372	6.283255E-05	1	sim	0.99996686	3.309074E-05	如何查询证券绑定的银行卡	证券绑的卡怎么查询
1466	sim	1	sim	0.9999212	7.876048E-05	1	sim	0.9999672	0.000032728	如何查询购买外汇记录	购买外汇记录怎么查询
1467	sim	1	sim	0.99990714	9.288224E-05	1	sim	0.999966	3.394946E-05	如何查询购买外汇记录	怎么查询购买外汇记录
1468	sim	1	sim	0.9999528	4.7149715E-05	1	sim	0.99997306	2.6987567E-05	如何查询购买外汇记录	购买外汇记录去哪里查
1469	sim	1	sim	0.99996495	3.5050318E-05	1	sim	0.99996805	0.000031903	如何查询购买外汇记录	在哪里查询购买外汇记录
1470	sim	1	sim	0.9998771	0.0001228954	1	sim	0.99993765	6.229773E-05	如何查询购买外汇记录	咨询购买外汇记录如何查询
1471	sim	1	sim	0.999936	6.4047665E-05	1	sim	0.99996984	3.0142106E-05	如何查询购买外汇记录	购买外汇记录在哪里查询
1472	sim	1	sim	0.9994153	0.0005847765	1	sim	0.99989164	0.0001083515	如何注销手机银行	怎么注销手机银行
1473	sim	1	sim	0.999752	0.0002479914	1	sim	0.9998877	0.0001122665	如何注销手机银行	手机银行怎么注销
1474	sim	1	sim	0.99930406	0.0006959696	1	sim	0.99971074	0.0002892284	如何注销手机银行	注销手机银行怎么办理
1475	sim	1	sim	0.9995633	0.0004366696	1	sim	0.99988306	0.0001169287	如何注销手机银行	注销手机银行怎么弄
1476	sim	1	sim	0.99977213	0.0002278597	1	sim	0.999813	0.0001869989	如何注销手机银行	手机银行注销怎么办理
1477	sim	1	sim	0.99987555	0.000124427	1	sim	0.9999082	9.182816E-05	如何注销手机银行	手机银行注销怎么弄
1478	sim	1	sim	0.99976724	0.0002327829	1	sim	0.9998609	0.0001390944	如何注销手机银行	手机银行注销该怎么办
1479	sim	1	sim	0.6130888	0.38691127	1	sim	0.918042	0.08195795	如何注销手机银行	注销掌银
1480	sim	1	sim	0.9998493	0.0001506484	1	sim	0.99987483	0.0001251658	如何注销网上银行	注销网上银行方式有哪些
1481	sim	1	sim	0.9997862	0.0002138376	1	sim	0.9998627	0.0001373138	如何注销网上银行	注销网上银行方法
1482	sim	1	sim	0.9998753	0.0001246286	1	sim	0.99990094	9.91085E-05	如何注销网上银行	注销网上银行有哪些方法
1483	sim	1	sim	0.9998467	0.0001532233	1	sim	0.9998698	0.0001301673	如何注销网上银行	怎么注销网上银行
1484	sim	1	sim	0.99990845	9.155265E-05	1	sim	0.9998909	0.0001090685	如何注销网上银行	怎样注销网上银行
1485	sim	1	sim	0.99991393	8.6106586E-05	1	sim	0.9999052	9.4806535E-05	如何注销网上银行	网上银行怎样注销
1486	sim	1	sim	0.99975497	0.0002449894	1	sim	0.9983424	0.0016575434	如何注销网上银行	注销网上银行如何办理
1487	sim	1	sim	0.9998128	0.0001872288	1	sim	0.99981874	0.0001813289	如何注销网上银行	怎么办理注销网上银行
1488	sim	1	sim	0.9916089	0.008391032	1	sim	0.9948954	0.005104577	如何注销网上银行	办注销网上银行
1489	sim	1	sim	0.999684	0.0003160004	1	sim	0.99965894	0.0003411121	如何注销网上银行	注销网上银行要怎么办理
1490	sim	1	sim	0.99938655	0.0006133909	1	sim	0.99988127	0.00011874	如何注销网上银行	教教我注销网上银行怎么办理
1491	sim	1	sim	0.9997546	0.000245333	1	sim	0.9998578	0.0001421667	如何注销网上银行	注销网上银行怎么办
1492	sim	1	sim	0.9997305	0.0002694216	1	sim	0.9998325	0.0001675158	如何注销网上银行	怎么办注销网上银行
1493	sim	1	sim	0.9781753	0.021824708	1	sim	0.961742	0.038258024	如何注销网上银行	办理注销网上银行
1494	sim	1	sim	0.97038144	0.029618593	1	sim	0.98708665	0.012913311	如何注销网上银行	注销网上银行
1495	sim	1	sim	0.99985445	0.0001455432	1	sim	0.9998795	0.000120488	如何注销网上银行	网上银行怎么注销
1496	sim	1	sim	0.99993825	6.1805826E-05	1	sim	0.9998946	0.0001053753	如何注销网上银行	有哪些方式可以注销网银
1497	sim	1	sim	0.99972683	0.0002731351	1	sim	0.99967015	0.0003299164	如何注销网上银行	注销网银途径
1498	sim	1	sim	0.99990654	9.3406714E-05	1	sim	0.9997882	0.0002118038	如何注销网上银行	网银怎么注销
1499	sim	1	sim	0.999869	0.0001309682	1	sim	0.9997271	0.0002728662	如何注销网上银行	注销网银有哪些方式
1500	sim	1	sim	0.99993885	6.112363E-05	1	sim	0.999803	0.0001970604	如何注销网上银行	注销网银的方式有哪些
1501	sim	1	sim	0.99993515	6.480185E-05	1	sim	0.9998159	0.0001841754	如何注销网上银行	网银的注销方式有哪些
1502	sim	1	sim	0.99984086	0.0001590908	1	sim	0.99994993	5.0028942E-05	如何给电子账户现金充值	如何给电子现金账户充值？
1503	sim	1	sim	0.9999666	3.337059E-05	1	sim	0.9999659	3.4061824E-05	如何给电子账户现金充值	如何给电子现金账户充钱
1504	sim	1	sim	0.99997294	2.7049613E-05	1	sim	0.9999629	3.7045407E-05	如何给电子账户现金充值	电子现金账户充值是怎么办理的
1505	sim	1	sim	0.9999138	8.62111E-05	1	sim	0.99996877	3.120471E-05	如何给电子账户现金充值	怎么给电子现金账户充值
1506	sim	1	sim	0.9999782	2.180676E-05	1	sim	0.99997246	2.7529073E-05	如何给电子账户现金充值	电子现金账户充值的方法
1507	sim	1	sim	0.9999831	1.6958797E-05	1	sim	0.99997187	2.811561E-05	如何给电子账户现金充值	电子现金账户充值的操作方法
1508	sim	1	sim	0.9999809	1.9084056E-05	1	sim	0.9999727	2.7314352E-05	如何给电子账户现金充值	电子现金账户充值的流程
1509	sim	1	sim	0.9999777	2.2240836E-05	1	sim	0.9999696	3.0446634E-05	如何给电子账户现金充值	电子现金账户怎么充值
1510	sim	1	sim	0.9999689	3.1132422E-05	1	sim	0.9998977	0.0001022549	如何给电子账户现金充值	办理电子现金账户充值业务
1511	sim	1	sim	0.9999509	4.9148308E-05	1	sim	0.9999343	6.5678425E-05	如何给电子账户现金充值	电子现金账户充值业务怎么办理
1512	sim	1	sim	0.9999753	2.4680221E-05	1	sim	0.99997187	0.000028098	如何给电子账户现金充值	怎么给电子现金账户充钱
1513	sim	1	sim	0.99980026	0.000199728	1	sim	0.99993956	6.0436858E-05	如何缴纳社会保险费	怎么缴纳社会保险费
1514	sim	1	sim	0.9998299	0.0001700779	1	sim	0.999949	5.099773E-05	如何缴纳社会保险费	社会保险费怎么缴纳
